fieldType,Product Name,Brand,description,productImageUrl,Category,Sub Category,Prod Code,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,Unit Value,Sale Price,Base Price,GST Rate,GST Amount,Filter 1,Filter 1 Type,Filter 1 Value,additionalInfoTitle1,Filter 2,Filter 2 Type,Filter 2 Value,Filter 3,Filter 3 Type,Filter 3 Value
Product,Century Ply Look Book Laminate Blood Red 194 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/designlibrary/image/194-LU_N.jpg,Wooden Material,Laminate,BLOOD RED 194 LU,LMNTLUCBLRED194LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Shorea Mahogany 3961 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3961-LU_N.jpg,Wooden Material,Laminate,SHOREA MAHOGANY 3961 LU,LMNTLUCSHMNY3961LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Sunrise Glacier 3922 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3922-LU_N.jpg,Wooden Material,Laminate,SUNRISE GLACIER 3922 LU,LMNTLUCSUGER3922LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Shell Glacier 4913 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/4913-LU-N.jpg,Wooden Material,Laminate,SHELL GLACIER 4913 LU,LMNTLUCSHGER4913LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Snow Glacier 3917 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3917-LU_N.jpg,Wooden Material,Laminate,SNOW GLACIER 3917 LU,LMNTLUCSNGER3917LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Silver Glacier 3918 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3918-LU_N.jpg,Wooden Material,Laminate,SILVER GLACIER 3918 LU,LMNTLUCSIGER3918LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Pearl Glacier 4911 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/4911-LU-N.jpg,Wooden Material,Laminate,PEARL GLACIER 4911 LU,LMNTLUCPEGER4911LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Copper Eiche 3965 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3965-LU-N.jpg,Wooden Material,Laminate,COPPER EICHE 3965 LU,LMNTLUCCOEHE3965LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Golden Glacier 3919 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3919-LU_N.jpg,Wooden Material,Laminate,GOLDEN GLACIER 3919 LU,LMNTLUCGOGER3919LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Sand Glacier 4912 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/4912-LU-N.jpg,Wooden Material,Laminate,SAND GLACIER 4912 LU,LMNTLUCSAGER4912LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Cream Eiche 3964 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3964-LU-N.jpg,Wooden Material,Laminate,CREAM EICHE 3964 LU,LMNTLUCCREHE3964LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Esperanto 3921 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3921-LU_N.jpg,Wooden Material,Laminate,ESPERANTO 3921 LU,LMNTLUCESETO3921LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Lapis Azul 3835 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3835-LU_N.jpg,Wooden Material,Laminate,LAPIS AZUL 3835 LU,LMNTLUCLAAUL3835LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Grey Eiche 3966 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3966-LU-N.jpg,Wooden Material,Laminate,GREY EICHE 3966 LU,LMNTLUCGREHE3966LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Shorea Mahogany 3961 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3961-LU_N.jpg,Wooden Material,Laminate,SHOREA MAHOGANY 3961 LU,LMNTLUCSHMNY3961LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Mayapis Mahogany 3963 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3963-LU_N.jpg,Wooden Material,Laminate,MAYAPIS MAHOGANY 3963 LU,LMNTLUCMAMNY3963LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Almon Mahogany 3962 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3962-LU_N.jpg,Wooden Material,Laminate,ALMON MAHOGANY 3962 LU,LMNTLUCALMNY3962LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Peach Pink 151 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/151-LU_N.jpg,Wooden Material,Laminate,PEACH PINK 151 LU,LMNTLUCPEPNK151LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Dusk Purple 159 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/159-LU_N.jpg,Wooden Material,Laminate,DUSK PURPLE 159 LU,LMNTLUCDUPLE159LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Hot Pink 90155 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/90155-LU_N.jpg,Wooden Material,Laminate,HOT PINK 90155 LU,LMNTLUCHOPNK90155LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Blood Red 194 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/194-LU_N.jpg,Wooden Material,Laminate,BLOOD RED 194 LU,LMNTLUCBLRED194LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Vintage Burgundy 181 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/181-LU_N.jpg,Wooden Material,Laminate,VINTAGE BURGUNDY 181 LU,LMNTLUCVIBDY181LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Navy Blue 249 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/249-LU_N.jpg,Wooden Material,Laminate,NAVY BLUE 249 LU,LMNTLUCNABUE249LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Satin Blue 241 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/241-LU_N.jpg,Wooden Material,Laminate,SATIN BLUE 241 LU,LMNTLUCSABUE241LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Dawn Blue 259 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/259-LU_N.jpg,Wooden Material,Laminate,DAWN BLUE 259 LU,LMNTLUCDABUE259LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Pastel Blue 3244 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3244-LU_N.jpg,Wooden Material,Laminate,PASTEL BLUE 3244 LU,LMNTLUCPABUE3244LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Olive Green 3271 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/3271-LU_N.jpg,Wooden Material,Laminate,OLIVE GREEN 3271 LU,LMNTLUCOLGEN3271LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Lime Green 275 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/275-LU_N.jpg,Wooden Material,Laminate,LIME GREEN 275 LU,LMNTLUCLIGEN275LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Dream Green 288 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/288-LU_N.jpg,Wooden Material,Laminate,DREAM GREEN 288 LU,LMNTLUCDRGEN288LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Lavender 261 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/261-LU_N.jpg,Wooden Material,Laminate,LAVENDER 261 LU,LMNTLUCLALER261LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Purple 267 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/267-LU_N.jpg,Wooden Material,Laminate,PURPLE 267 LU,LMNTLUCPUPLE267LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Antique Violet 266 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/266-LU_N.jpg,Wooden Material,Laminate,ANTIQUE VIOLET 266 LU,LMNTLUCANVET266LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Darkish Purple 265 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/265-LU_N.jpg,Wooden Material,Laminate,DARKISH PURPLE 265 LU,LMNTLUCDAPLE265LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Light Orange 212 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/212-LU_N.jpg,Wooden Material,Laminate,LIGHT ORANGE 212 LU,LMNTLUCLIOGE212LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Sun Bloom 206 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/206-LU_N.jpg,Wooden Material,Laminate,SUN BLOOM 206 LU,LMNTLUCSUBOM206LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Equinox Yellow 209 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/209-LU_N.jpg,Wooden Material,Laminate,EQUINOX YELLOW 209 LU,LMNTLUCEQYOW209LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Glaze Yellow 208 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/208-LU_N.jpg,Wooden Material,Laminate,GLAZE YELLOW 208 LU,LMNTLUCGLYOW208LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Light Brown 171 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/171-LU_N.jpg,Wooden Material,Laminate,LIGHT BROWN 171 LU,LMNTLUCLIBWN171LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Chocolate 174 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/174-LU_N.jpg,Wooden Material,Laminate,CHOCOLATE 174 LU,LMNTLUCCHCTE174LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Snow White 107 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/107-LU_N.jpg,Wooden Material,Laminate,SNOW WHITE 107 LU,LMNTLUCSNWTE107LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Designer White 109 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/109-LU_N.jpg,Wooden Material,Laminate,DESIGNER WHITE 109 LU,LMNTLUCDEWTE109LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Off White 108 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/108-LU_N.jpg,Wooden Material,Laminate,OFF WHITE 108 LU,LMNTLUCOFWTE108LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Silver Grey 225 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/225-LU_N.jpg,Wooden Material,Laminate,SILVER GREY 225 LU,LMNTLUCSIGEY225LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Graphite Grey 238 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/238-LU_N.jpg,Wooden Material,Laminate,GRAPHITE GREY 238 LU,LMNTLUCGRGEY238LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
Product,Century Ply Look Book Laminate Black 293 Lu,Century Ply,"Century Ply Laminates are a premium laminate designed to elevate your interiors with its exquisite finish. This laminate boasts an impressive 0.8 mm thickness, making it incredibly durable and resistant to cracking. Its uniform thickness ensures a smooth and seamless surface, while its stain and steam resistance.",https://www.centuryply.com/centurylaminates/productImage/293-LU_N.jpg,Wooden Material,Laminate,BLACK 293 LU,LMNTLUCBLBCK293LU,,2795.13,,TRUE,PERCENT,15,InStock,,Sheet,1895,,,,Thickness,DROP_DOWN,1mm,,Finish,DROP_DOWN,Lucida,,DROP_DOWN,
